text,text_modified,label,group_label,group_label_id,original_text
"These data provided a novel insight to the mechanisms of << Rg1 >>protective effects on [[ Aβ25-35 ]]-induced endothelial cells apoptosis, suggesting that GR-ERK signaling pathway might play an important role in it.","These data provided a novel insight to the mechanisms of [ENTITY_A]protective effects on [ENTITY_B]-induced endothelial cells apoptosis, suggesting that GR-ERK signaling pathway might play an important role in it.",INHIBITOR,CPR:4,1,"These data provided a novel insight to the mechanisms of Rg1protective effects on Aβ25-35-induced endothelial cells apoptosis, suggesting that GR-ERK signaling pathway might play an important role in it."
Effectiveness of << endopeptidase >> inhibition ([[ candoxatril ]]) in congestive heart failure.,Effectiveness of [ENTITY_A] inhibition ([ENTITY_B]) in congestive heart failure.,INHIBITOR,CPR:4,1,Effectiveness of endopeptidase inhibition (candoxatril) in congestive heart failure.
"<< Candoxatril >> is a novel, orally active inhibitor of [[ neutral endopeptidase ]] EC 3.4.24.11, the enzyme that degrades atrial natriuretic peptide (ANP).","[ENTITY_A] is a novel, orally active inhibitor of [ENTITY_B] EC 3.4.24.11, the enzyme that degrades atrial natriuretic peptide (ANP).",INHIBITOR,CPR:4,1,"Candoxatril is a novel, orally active inhibitor of neutral endopeptidase EC 3.4.24.11, the enzyme that degrades atrial natriuretic peptide (ANP)."
"On study day 1, << candoxatril >> acutely increased plasma [[ ANP ]] levels, suppressed aldosterone and decreased right atrial and pulmonary capillary wedge pressures.","On study day 1, [ENTITY_A] acutely increased plasma [ENTITY_B] levels, suppressed aldosterone and decreased right atrial and pulmonary capillary wedge pressures.",INDIRECT-UPREGULATOR,CPR:3,0,"On study day 1, candoxatril acutely increased plasma ANP levels, suppressed aldosterone and decreased right atrial and pulmonary capillary wedge pressures."
"On study day 10, the acute effects of << candoxatril >> were similar to those on day 1 (i.e., [[ ANP ]] was further increased, aldosterone was suppressed, and right and left ventricular filling pressures were decreased).","On study day 10, the acute effects of [ENTITY_A] were similar to those on day 1 (i.e., [ENTITY_B] was further increased, aldosterone was suppressed, and right and left ventricular filling pressures were decreased).",INDIRECT-UPREGULATOR,CPR:3,0,"On study day 10, the acute effects of candoxatril were similar to those on day 1 (i.e., ANP was further increased, aldosterone was suppressed, and right and left ventricular filling pressures were decreased)."
"<< Type 2 11β-hydroxysteroid dehydrogenase >> encoded by the HSD11B2 gene converts [[ cortisol ]] to inactive cortisone, and alteration in this enzymatic activity might affect glucose homeostasis by affecting circulating levels or tissue availability of glucocorticoids.","[ENTITY_A] encoded by the HSD11B2 gene converts [ENTITY_B] to inactive cortisone, and alteration in this enzymatic activity might affect glucose homeostasis by affecting circulating levels or tissue availability of glucocorticoids.",SUBSTRATE_PRODUCT-OF,CPR:9,4,"Type 2 11β-hydroxysteroid dehydrogenase encoded by the HSD11B2 gene converts cortisol to inactive cortisone, and alteration in this enzymatic activity might affect glucose homeostasis by affecting circulating levels or tissue availability of glucocorticoids."
"The << alpha(1)-adrenoceptor >> antagonist, [[ tamsulosin ]], is selective for alpha(1A)- and alpha(1D)- over alpha(1B)-adrenoceptors.","The [ENTITY_A] antagonist, [ENTITY_B], is selective for alpha(1A)- and alpha(1D)- over alpha(1B)-adrenoceptors.",ANTAGONIST,CPR:6,3,"The alpha(1)-adrenoceptor antagonist, tamsulosin, is selective for alpha(1A)- and alpha(1D)- over alpha(1B)-adrenoceptors."
"The obtained results showed that << pioglitazone >> improved the renal function, structural changes, renal malondialdehyde (MDA), [[ tumor necrosis factor alpha ]] (TNF-α), nuclear factor kappa B (NF-κB) genes expression in cisplatin injected rats.","The obtained results showed that [ENTITY_A] improved the renal function, structural changes, renal malondialdehyde (MDA), [ENTITY_B] (TNF-α), nuclear factor kappa B (NF-κB) genes expression in cisplatin injected rats.",INDIRECT-UPREGULATOR,CPR:3,0,"The obtained results showed that pioglitazone improved the renal function, structural changes, renal malondialdehyde (MDA), tumor necrosis factor alpha (TNF-α), nuclear factor kappa B (NF-κB) genes expression in cisplatin injected rats."
"The obtained results showed that pioglitazone improved the renal function, structural changes, renal malondialdehyde (MDA), << tumor necrosis factor alpha >> (TNF-α), nuclear factor kappa B (NF-κB) genes expression in [[ cisplatin ]] injected rats.","The obtained results showed that pioglitazone improved the renal function, structural changes, renal malondialdehyde (MDA), [ENTITY_A] (TNF-α), nuclear factor kappa B (NF-κB) genes expression in [ENTITY_B] injected rats.",INDIRECT-DOWNREGULATOR,CPR:4,1,"The obtained results showed that pioglitazone improved the renal function, structural changes, renal malondialdehyde (MDA), tumor necrosis factor alpha (TNF-α), nuclear factor kappa B (NF-κB) genes expression in cisplatin injected rats."
<< Sulindac >> metabolites simultaneously (a) increase cellular cyclic GMP and subsequently activate [[ cyclic GMP-dependent protein kinase ]] (PKG); (b) activate c-jun NH2-terminal kinase (JNK); (c) inhibit extracellular signal-regulated kinase 1/2 (ERK1/2); and (d) decrease beta-catenin protein expression at times and doses consistent with apoptosis.,[ENTITY_A] metabolites simultaneously (a) increase cellular cyclic GMP and subsequently activate [ENTITY_B] (PKG); (b) activate c-jun NH2-terminal kinase (JNK); (c) inhibit extracellular signal-regulated kinase 1/2 (ERK1/2); and (d) decrease beta-catenin protein expression at times and doses consistent with apoptosis.,ACTIVATOR,CPR:3,0,Sulindac metabolites simultaneously (a) increase cellular cyclic GMP and subsequently activate cyclic GMP-dependent protein kinase (PKG); (b) activate c-jun NH2-terminal kinase (JNK); (c) inhibit extracellular signal-regulated kinase 1/2 (ERK1/2); and (d) decrease beta-catenin protein expression at times and doses consistent with apoptosis.
<< Sulindac >> metabolites simultaneously (a) increase cellular cyclic GMP and subsequently activate cyclic GMP-dependent protein kinase (PKG); (b) activate c-jun NH2-terminal kinase (JNK); (c) inhibit extracellular signal-regulated kinase 1/2 (ERK1/2); and (d) decrease [[ beta-catenin ]] protein expression at times and doses consistent with apoptosis.,[ENTITY_A] metabolites simultaneously (a) increase cellular cyclic GMP and subsequently activate cyclic GMP-dependent protein kinase (PKG); (b) activate c-jun NH2-terminal kinase (JNK); (c) inhibit extracellular signal-regulated kinase 1/2 (ERK1/2); and (d) decrease [ENTITY_B] protein expression at times and doses consistent with apoptosis.,INDIRECT-DOWNREGULATOR,CPR:4,1,Sulindac metabolites simultaneously (a) increase cellular cyclic GMP and subsequently activate cyclic GMP-dependent protein kinase (PKG); (b) activate c-jun NH2-terminal kinase (JNK); (c) inhibit extracellular signal-regulated kinase 1/2 (ERK1/2); and (d) decrease beta-catenin protein expression at times and doses consistent with apoptosis.
"Cotreatment with << U0126 >> and YC-1 synergistically increases apoptosis in colorectal cancer cells and recapitulates the effects of sulindac treatment on ERK1/2, [[ JNK ]], and beta-catenin.","Cotreatment with [ENTITY_A] and YC-1 synergistically increases apoptosis in colorectal cancer cells and recapitulates the effects of sulindac treatment on ERK1/2, [ENTITY_B], and beta-catenin.",ACTIVATOR,CPR:3,0,"Cotreatment with U0126 and YC-1 synergistically increases apoptosis in colorectal cancer cells and recapitulates the effects of sulindac treatment on ERK1/2, JNK, and beta-catenin."
"Cotreatment with << U0126 >> and YC-1 synergistically increases apoptosis in colorectal cancer cells and recapitulates the effects of sulindac treatment on ERK1/2, JNK, and [[ beta-catenin ]].","Cotreatment with [ENTITY_A] and YC-1 synergistically increases apoptosis in colorectal cancer cells and recapitulates the effects of sulindac treatment on ERK1/2, JNK, and [ENTITY_B].",INDIRECT-DOWNREGULATOR,CPR:4,1,"Cotreatment with U0126 and YC-1 synergistically increases apoptosis in colorectal cancer cells and recapitulates the effects of sulindac treatment on ERK1/2, JNK, and beta-catenin."
Synthesis and antagonistic activity at << muscarinic receptor >> subtypes of some 2-carbonyl derivatives of [[ diphenidol ]].,Synthesis and antagonistic activity at [ENTITY_A] subtypes of some 2-carbonyl derivatives of [ENTITY_B].,ANTAGONIST,CPR:6,3,Synthesis and antagonistic activity at muscarinic receptor subtypes of some 2-carbonyl derivatives of diphenidol.
"A series of 2-carbonyl analogues of the muscarinic antagonist << diphenidol >> bearing 1-substituents of different lipophilic, electronic, and steric properties was synthesized and their affinity for the [[ M2 and M3 muscarinic receptor ]] subtypes was evaluated by functional tests.","A series of 2-carbonyl analogues of the muscarinic antagonist [ENTITY_A] bearing 1-substituents of different lipophilic, electronic, and steric properties was synthesized and their affinity for the [ENTITY_B] subtypes was evaluated by functional tests.",ANTAGONIST,CPR:6,3,"A series of 2-carbonyl analogues of the muscarinic antagonist diphenidol bearing 1-substituents of different lipophilic, electronic, and steric properties was synthesized and their affinity for the M2 and M3 muscarinic receptor subtypes was evaluated by functional tests."
This work showed that appropriate structural modification of << diphenidol >> can lead to [[ M2 ]]-selective muscarinic antagonists of possible interest in the field of Alzheimer's disease.,This work showed that appropriate structural modification of [ENTITY_A] can lead to [ENTITY_B]-selective muscarinic antagonists of possible interest in the field of Alzheimer's disease.,ANTAGONIST,CPR:6,3,This work showed that appropriate structural modification of diphenidol can lead to M2-selective muscarinic antagonists of possible interest in the field of Alzheimer's disease.
Activation of an apoptotic signal transduction pathway involved in the upregulation of << calpain >> and apoptosis-inducing factor in [[ aldosterone ]]-induced primary cultured cardiomyocytes.,Activation of an apoptotic signal transduction pathway involved in the upregulation of [ENTITY_A] and apoptosis-inducing factor in [ENTITY_B]-induced primary cultured cardiomyocytes.,INDIRECT-UPREGULATOR,CPR:3,0,Activation of an apoptotic signal transduction pathway involved in the upregulation of calpain and apoptosis-inducing factor in aldosterone-induced primary cultured cardiomyocytes.
"In this study, aldosterone (<< ALD >>)-induced apoptosis of cardiomyocyte was evaluated based on the previous studies, and the roles of [[ calpain ]] signaling were clarified.","In this study, aldosterone ([ENTITY_A])-induced apoptosis of cardiomyocyte was evaluated based on the previous studies, and the roles of [ENTITY_B] signaling were clarified.",INDIRECT-UPREGULATOR,CPR:3,0,"In this study, aldosterone (ALD)-induced apoptosis of cardiomyocyte was evaluated based on the previous studies, and the roles of calpain signaling were clarified."
<< ALD >> increased calpain expression and [[ caspase-3 ]] activity and promoted Bid cleavage.,[ENTITY_A] increased calpain expression and [ENTITY_B] activity and promoted Bid cleavage.,ACTIVATOR,CPR:3,0,ALD increased calpain expression and caspase-3 activity and promoted Bid cleavage.
"The upregulation of calpain, tBid and << caspase-3 >> activity were further inhibited by treatment with EGTA in the presence of [[ ALD ]].","The upregulation of calpain, tBid and [ENTITY_A] activity were further inhibited by treatment with EGTA in the presence of [ENTITY_B].",ACTIVATOR,CPR:3,0,"The upregulation of calpain, tBid and caspase-3 activity were further inhibited by treatment with EGTA in the presence of ALD."
"The upregulation of << calpain >>, tBid and caspase-3 activity were further inhibited by treatment with [[ EGTA ]] in the presence of ALD.","The upregulation of [ENTITY_A], tBid and caspase-3 activity were further inhibited by treatment with [ENTITY_B] in the presence of ALD.",INDIRECT-DOWNREGULATOR,CPR:4,1,"The upregulation of calpain, tBid and caspase-3 activity were further inhibited by treatment with EGTA in the presence of ALD."
"Additionally, << AIF >> levels in the cytosol decreased due to [[ EGTA ]] but not due to calpeptin.","Additionally, [ENTITY_A] levels in the cytosol decreased due to [ENTITY_B] but not due to calpeptin.",INDIRECT-DOWNREGULATOR,CPR:4,1,"Additionally, AIF levels in the cytosol decreased due to EGTA but not due to calpeptin."
"Furthermore, treatment with spironoclactone not only attenuated the pro-apoptotic effect of ALD but reversed the << ALD >>-induced increase of [[ calpain ]] and AIF levels.","Furthermore, treatment with spironoclactone not only attenuated the pro-apoptotic effect of ALD but reversed the [ENTITY_A]-induced increase of [ENTITY_B] and AIF levels.",INDIRECT-UPREGULATOR,CPR:3,0,"Furthermore, treatment with spironoclactone not only attenuated the pro-apoptotic effect of ALD but reversed the ALD-induced increase of calpain and AIF levels."
"Furthermore, treatment with << spironoclactone >> not only attenuated the pro-apoptotic effect of ALD but reversed the ALD-induced increase of [[ calpain ]] and AIF levels.","Furthermore, treatment with [ENTITY_A] not only attenuated the pro-apoptotic effect of ALD but reversed the ALD-induced increase of [ENTITY_B] and AIF levels.",INDIRECT-DOWNREGULATOR,CPR:4,1,"Furthermore, treatment with spironoclactone not only attenuated the pro-apoptotic effect of ALD but reversed the ALD-induced increase of calpain and AIF levels."
<< Loperamide >> is a peripheral opiate agonist able to inhibit [[ ACTH ]] secretion.,[ENTITY_A] is a peripheral opiate agonist able to inhibit [ENTITY_B] secretion.,INDIRECT-DOWNREGULATOR,CPR:4,1,Loperamide is a peripheral opiate agonist able to inhibit ACTH secretion.
In all patients << loperamide >> induced a significant fall in plasma [[ ACTH ]] levels.,In all patients [ENTITY_A] induced a significant fall in plasma [ENTITY_B] levels.,INDIRECT-DOWNREGULATOR,CPR:4,1,In all patients loperamide induced a significant fall in plasma ACTH levels.
"CRH caused a rise in plasma ACTH after both loperamide (from 30 +/- 16.6 to a peak of 108 +/- 31 pmol/l) and placebo (from 98.5 +/- 47 to 211 +/- 61.7 pmol/l): the interaction between treatments and time was significant, and the first phase of << CRH >>-induced ACTH secretion was significantly lower after [[ loperamide ]].","CRH caused a rise in plasma ACTH after both loperamide (from 30 +/- 16.6 to a peak of 108 +/- 31 pmol/l) and placebo (from 98.5 +/- 47 to 211 +/- 61.7 pmol/l): the interaction between treatments and time was significant, and the first phase of [ENTITY_A]-induced ACTH secretion was significantly lower after [ENTITY_B].",DOWNREGULATOR,CPR:4,1,"CRH caused a rise in plasma ACTH after both loperamide (from 30 +/- 16.6 to a peak of 108 +/- 31 pmol/l) and placebo (from 98.5 +/- 47 to 211 +/- 61.7 pmol/l): the interaction between treatments and time was significant, and the first phase of CRH-induced ACTH secretion was significantly lower after loperamide."
<< CCl(4) >> intoxication caused hepatic necrosis and increased serum [[ ALT ]] activity.,[ENTITY_A] intoxication caused hepatic necrosis and increased serum [ENTITY_B] activity.,ACTIVATOR,CPR:3,0,CCl(4) intoxication caused hepatic necrosis and increased serum ALT activity.
"<< CCl(4) >> administration triggered inflammatory response in mice livers by activating [[ nuclear factor-kappaB ]] (NF-κB), which coincided with the induction of tumor necrosis factor-alpha (TNF-α) and cyclooxygenase-2 (COX-2).","[ENTITY_A] administration triggered inflammatory response in mice livers by activating [ENTITY_B] (NF-κB), which coincided with the induction of tumor necrosis factor-alpha (TNF-α) and cyclooxygenase-2 (COX-2).",ACTIVATOR,CPR:3,0,"CCl(4) administration triggered inflammatory response in mice livers by activating nuclear factor-kappaB (NF-κB), which coincided with the induction of tumor necrosis factor-alpha (TNF-α) and cyclooxygenase-2 (COX-2)."
"Furthermore, RA significantly inhibited the << CCl(4) >>-induced apoptosis, which was evident from decreased cleavage of [[ caspase-3 ]].","Furthermore, RA significantly inhibited the [ENTITY_A]-induced apoptosis, which was evident from decreased cleavage of [ENTITY_B].",INDIRECT-DOWNREGULATOR,CPR:4,1,"Furthermore, RA significantly inhibited the CCl(4)-induced apoptosis, which was evident from decreased cleavage of caspase-3."
"Pre-clinical pharmacology of << zolmitriptan >> (Zomig; formerly 311C90), a centrally and peripherally acting [[ 5HT1B/1D ]] agonist for migraine.","Pre-clinical pharmacology of [ENTITY_A] (Zomig; formerly 311C90), a centrally and peripherally acting [ENTITY_B] agonist for migraine.",AGONIST,CPR:5,2,"Pre-clinical pharmacology of zolmitriptan (Zomig; formerly 311C90), a centrally and peripherally acting 5HT1B/1D agonist for migraine."
Zolmitriptan (Zomig; formerly << 311C90 >>) is a novel [[ 5-hydroxytryptamine (5HT)1B/1D ]] receptor agonist with proven efficacy in the acute treatment of migraine with or without preceding aura.,Zolmitriptan (Zomig; formerly [ENTITY_A]) is a novel [ENTITY_B] receptor agonist with proven efficacy in the acute treatment of migraine with or without preceding aura.,AGONIST,CPR:5,2,Zolmitriptan (Zomig; formerly 311C90) is a novel 5-hydroxytryptamine (5HT)1B/1D receptor agonist with proven efficacy in the acute treatment of migraine with or without preceding aura.
"These actions are consistent with a pre-junctional inhibition of neuropeptide release from perivascular afferents of the trigeminal nerve, as confirmed by independent studies showing that << zolmitriptan >> blocks elevations of [[ calcitonin-gene-related peptide ]] in jugular venous blood during electrical stimulation of the trigeminal ganglion.","These actions are consistent with a pre-junctional inhibition of neuropeptide release from perivascular afferents of the trigeminal nerve, as confirmed by independent studies showing that [ENTITY_A] blocks elevations of [ENTITY_B] in jugular venous blood during electrical stimulation of the trigeminal ganglion.",INDIRECT-DOWNREGULATOR,CPR:4,1,"These actions are consistent with a pre-junctional inhibition of neuropeptide release from perivascular afferents of the trigeminal nerve, as confirmed by independent studies showing that zolmitriptan blocks elevations of calcitonin-gene-related peptide in jugular venous blood during electrical stimulation of the trigeminal ganglion."
It has been reported that oligomeric << procyanidins >> of lotus seedpod (LSOPC) is effective in the alleviation of Alzheimer's disease and diabetes through its antioxidant and [[ insulin ]]-potentiating activities.,It has been reported that oligomeric [ENTITY_A] of lotus seedpod (LSOPC) is effective in the alleviation of Alzheimer's disease and diabetes through its antioxidant and [ENTITY_B]-potentiating activities.,UPREGULATOR,CPR:3,0,It has been reported that oligomeric procyanidins of lotus seedpod (LSOPC) is effective in the alleviation of Alzheimer's disease and diabetes through its antioxidant and insulin-potentiating activities.
"They all expressed ASS, but not ornithine transcarbamylase (OTC), the enzyme that converts ornithine, the product of degradation of arginine with << rhArg >>, to [[ citrulline ]], which is converted back to arginine via ASS.","They all expressed ASS, but not ornithine transcarbamylase (OTC), the enzyme that converts ornithine, the product of degradation of arginine with [ENTITY_A], to [ENTITY_B], which is converted back to arginine via ASS.",PRODUCT-OF,CPR:9,4,"They all expressed ASS, but not ornithine transcarbamylase (OTC), the enzyme that converts ornithine, the product of degradation of arginine with rhArg, to citrulline, which is converted back to arginine via ASS."
This surprising correlation between the lack of OTC expression and sensitivity of ASS-positive HCC cells shows that OTC-deficient HCCs are sensitive to << rhArg >>-mediated [[ arginine ]] depletion.,This surprising correlation between the lack of OTC expression and sensitivity of ASS-positive HCC cells shows that OTC-deficient HCCs are sensitive to [ENTITY_A]-mediated [ENTITY_B] depletion.,SUBSTRATE,CPR:9,4,This surprising correlation between the lack of OTC expression and sensitivity of ASS-positive HCC cells shows that OTC-deficient HCCs are sensitive to rhArg-mediated arginine depletion.
"Therefore, pretreatment tumor gene expression profiling of ASS and OTC could aid in predicting tumor response to << arginine >> depletion with [[ arginine-depleting enzymes ]].","Therefore, pretreatment tumor gene expression profiling of ASS and OTC could aid in predicting tumor response to [ENTITY_A] depletion with [ENTITY_B].",SUBSTRATE,CPR:9,4,"Therefore, pretreatment tumor gene expression profiling of ASS and OTC could aid in predicting tumor response to arginine depletion with arginine-depleting enzymes."
"To establish the relative importance of these subtypes, we compared the effects of sumatriptan with those of a selective << 5-HT1F >> receptor agonist ([[ LY 344864 ]]) on c-fos protein expression in the trigeminal nucleus caudalis.","To establish the relative importance of these subtypes, we compared the effects of sumatriptan with those of a selective [ENTITY_A] receptor agonist ([ENTITY_B]) on c-fos protein expression in the trigeminal nucleus caudalis.",AGONIST,CPR:5,2,"To establish the relative importance of these subtypes, we compared the effects of sumatriptan with those of a selective 5-HT1F receptor agonist (LY 344864) on c-fos protein expression in the trigeminal nucleus caudalis."
<< c-fos >> expression was induced in urethane-anaesthetized rats by intracisternal [[ capsaicin ]] administration.,[ENTITY_A] expression was induced in urethane-anaesthetized rats by intracisternal [ENTITY_B] administration.,INDIRECT-UPREGULATOR,CPR:3,0,c-fos expression was induced in urethane-anaesthetized rats by intracisternal capsaicin administration.
Sumatriptan and LY 344864 decreased the number of << capsaicin >>-induced [[ c-fos ]]-like immunoreactive cells within trigeminal nucleus caudalis (ID50 = 0.04 and 0.6 mg kg(-1)).,Sumatriptan and LY 344864 decreased the number of [ENTITY_A]-induced [ENTITY_B]-like immunoreactive cells within trigeminal nucleus caudalis (ID50 = 0.04 and 0.6 mg kg(-1)).,INDIRECT-UPREGULATOR,CPR:3,0,Sumatriptan and LY 344864 decreased the number of capsaicin-induced c-fos-like immunoreactive cells within trigeminal nucleus caudalis (ID50 = 0.04 and 0.6 mg kg(-1)).
<< Sumatriptan >> and LY 344864 decreased the number of capsaicin-induced [[ c-fos ]]-like immunoreactive cells within trigeminal nucleus caudalis (ID50 = 0.04 and 0.6 mg kg(-1)).,[ENTITY_A] and LY 344864 decreased the number of capsaicin-induced [ENTITY_B]-like immunoreactive cells within trigeminal nucleus caudalis (ID50 = 0.04 and 0.6 mg kg(-1)).,INDIRECT-DOWNREGULATOR,CPR:4,1,Sumatriptan and LY 344864 decreased the number of capsaicin-induced c-fos-like immunoreactive cells within trigeminal nucleus caudalis (ID50 = 0.04 and 0.6 mg kg(-1)).
"The effect of sumatriptan, but not of LY 344864, was prevented by pretreatment with the antagonist << SDZ 21-009 >>, which displays high affinity for [[ rat 5-HT1B ]] receptors.","The effect of sumatriptan, but not of LY 344864, was prevented by pretreatment with the antagonist [ENTITY_A], which displays high affinity for [ENTITY_B] receptors.",ANTAGONIST,CPR:6,3,"The effect of sumatriptan, but not of LY 344864, was prevented by pretreatment with the antagonist SDZ 21-009, which displays high affinity for rat 5-HT1B receptors."
"The involvement of << EP1 >> and EP2 receptors is indicated by studies with the EP1 selective agonist [[ 17-phenyl trinor PGE2 ]], and the EP2 selective agonist butaprost (which stimulate), as well as by studies with the antagonists SC-51089 (EP1 specific) and AH 6809 (EP1 and EP2 specific).","The involvement of [ENTITY_A] and EP2 receptors is indicated by studies with the EP1 selective agonist [ENTITY_B], and the EP2 selective agonist butaprost (which stimulate), as well as by studies with the antagonists SC-51089 (EP1 specific) and AH 6809 (EP1 and EP2 specific).",AGONIST,CPR:5,2,"The involvement of EP1 and EP2 receptors is indicated by studies with the EP1 selective agonist 17-phenyl trinor PGE2, and the EP2 selective agonist butaprost (which stimulate), as well as by studies with the antagonists SC-51089 (EP1 specific) and AH 6809 (EP1 and EP2 specific)."
"The involvement of EP1 and EP2 receptors is indicated by studies with the EP1 selective agonist 17-phenyl trinor PGE2, and the EP2 selective agonist butaprost (which stimulate), as well as by studies with the antagonists SC-51089 (EP1 specific) and << AH 6809 >> ([[ EP1 ]] and EP2 specific).","The involvement of EP1 and EP2 receptors is indicated by studies with the EP1 selective agonist 17-phenyl trinor PGE2, and the EP2 selective agonist butaprost (which stimulate), as well as by studies with the antagonists SC-51089 (EP1 specific) and [ENTITY_A] ([ENTITY_B] and EP2 specific).",ANTAGONIST,CPR:6,3,"The involvement of EP1 and EP2 receptors is indicated by studies with the EP1 selective agonist 17-phenyl trinor PGE2, and the EP2 selective agonist butaprost (which stimulate), as well as by studies with the antagonists SC-51089 (EP1 specific) and AH 6809 (EP1 and EP2 specific)."
"In addition to this evidence (for the involvement of EP2 receptors), evidence for the involvement of EP1 receptors in the << PGE1 >> mediated stimulation of [[ Na,K-ATPase beta ]] subunit gene transcription includes the stimulatory effect of 17-phenyl trinor PGE2, as well as the inhibitory effects of SC-51089.","In addition to this evidence (for the involvement of EP2 receptors), evidence for the involvement of EP1 receptors in the [ENTITY_A] mediated stimulation of [ENTITY_B] subunit gene transcription includes the stimulatory effect of 17-phenyl trinor PGE2, as well as the inhibitory effects of SC-51089.",INDIRECT-UPREGULATOR,CPR:3,0,"In addition to this evidence (for the involvement of EP2 receptors), evidence for the involvement of EP1 receptors in the PGE1 mediated stimulation of Na,K-ATPase beta subunit gene transcription includes the stimulatory effect of 17-phenyl trinor PGE2, as well as the inhibitory effects of SC-51089."
"In addition to this evidence (for the involvement of EP2 receptors), evidence for the involvement of EP1 receptors in the PGE1 mediated stimulation of << Na,K-ATPase beta >> subunit gene transcription includes the stimulatory effect of 17-phenyl trinor PGE2, as well as the inhibitory effects of [[ SC-51089 ]].","In addition to this evidence (for the involvement of EP2 receptors), evidence for the involvement of EP1 receptors in the PGE1 mediated stimulation of [ENTITY_A] subunit gene transcription includes the stimulatory effect of 17-phenyl trinor PGE2, as well as the inhibitory effects of [ENTITY_B].",INDIRECT-DOWNREGULATOR,CPR:4,1,"In addition to this evidence (for the involvement of EP2 receptors), evidence for the involvement of EP1 receptors in the PGE1 mediated stimulation of Na,K-ATPase beta subunit gene transcription includes the stimulatory effect of 17-phenyl trinor PGE2, as well as the inhibitory effects of SC-51089."
"Also consistent with the involvement of Gq coupled EP1 receptors, the PGE1 stimulation is inhibited by the PKCI vector (encoding the PKC inhibitory domain), the << PKC >> inhibitor Go 6976, [[ thapsigargin ]], as well as the calmodulin antagonists W7 and W13.","Also consistent with the involvement of Gq coupled EP1 receptors, the PGE1 stimulation is inhibited by the PKCI vector (encoding the PKC inhibitory domain), the [ENTITY_A] inhibitor Go 6976, [ENTITY_B], as well as the calmodulin antagonists W7 and W13.",INHIBITOR,CPR:4,1,"Also consistent with the involvement of Gq coupled EP1 receptors, the PGE1 stimulation is inhibited by the PKCI vector (encoding the PKC inhibitory domain), the PKC inhibitor Go 6976, thapsigargin, as well as the calmodulin antagonists W7 and W13."
"Also consistent with the involvement of Gq coupled EP1 receptors, the PGE1 stimulation is inhibited by the PKCI vector (encoding the PKC inhibitory domain), the PKC inhibitor Go 6976, thapsigargin, as well as the << calmodulin >> antagonists [[ W7 ]] and W13.","Also consistent with the involvement of Gq coupled EP1 receptors, the PGE1 stimulation is inhibited by the PKCI vector (encoding the PKC inhibitory domain), the PKC inhibitor Go 6976, thapsigargin, as well as the [ENTITY_A] antagonists [ENTITY_B] and W13.",ANTAGONIST,CPR:6,3,"Also consistent with the involvement of Gq coupled EP1 receptors, the PGE1 stimulation is inhibited by the PKCI vector (encoding the PKC inhibitory domain), the PKC inhibitor Go 6976, thapsigargin, as well as the calmodulin antagonists W7 and W13."
"Spiro heterocycles as potential inhibitors of << SIRT1 >>: Pd/C-mediated synthesis of novel [[ N-indolylmethyl spiroindoline-3,2'-quinazolines ]].",Spiro heterocycles as potential inhibitors of [ENTITY_A]: Pd/C-mediated synthesis of novel [ENTITY_B].,INHIBITOR,CPR:4,1,"Spiro heterocycles as potential inhibitors of SIRT1: Pd/C-mediated synthesis of novel N-indolylmethyl spiroindoline-3,2'-quinazolines."
"Novel << N-indolylmethyl substituted spiroindoline-3,2'-quinazolines >> were designed as potential inhibitiors of [[ SIRT1 ]].",Novel [ENTITY_A] were designed as potential inhibitiors of [ENTITY_B].,INHIBITOR,CPR:4,1,"Novel N-indolylmethyl substituted spiroindoline-3,2'-quinazolines were designed as potential inhibitiors of SIRT1."
"Cyclopentenone prostaglandins suppress activation of microglia: down-regulation of << inducible nitric-oxide synthase >> by [[ 15-deoxy-Delta12,14-prostaglandin J2 ]].",Cyclopentenone prostaglandins suppress activation of microglia: down-regulation of [ENTITY_A] by [ENTITY_B].,DOWNREGULATOR,CPR:4,1,"Cyclopentenone prostaglandins suppress activation of microglia: down-regulation of inducible nitric-oxide synthase by 15-deoxy-Delta12,14-prostaglandin J2."
"<< Cyclopentenone prostaglandins >> were potent inhibitors of [[ iNOS ]] induction and were more effective than their precursors, prostaglandins E2 and D2.","[ENTITY_A] were potent inhibitors of [ENTITY_B] induction and were more effective than their precursors, prostaglandins E2 and D2.",INHIBITOR,CPR:4,1,"Cyclopentenone prostaglandins were potent inhibitors of iNOS induction and were more effective than their precursors, prostaglandins E2 and D2."
"In activated microglia, << 15d-PGJ2 >> suppressed iNOS promoter activity, [[ iNOS ]] mRNA, and protein levels.","In activated microglia, [ENTITY_A] suppressed iNOS promoter activity, [ENTITY_B] mRNA, and protein levels.",INDIRECT-DOWNREGULATOR,CPR:4,1,"In activated microglia, 15d-PGJ2 suppressed iNOS promoter activity, iNOS mRNA, and protein levels."
